 Procedimentos hospitalares do SUS - por local de internação - São Paulo
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"355230 Sud Mennucci";12845,08;14114,10;14311,15;16724,15;15527,94;11631,01;13213,33;15840,94;18279,78;17687,01;17018,78;17116,32;15981,74;16209,86;13845,42;13742,34;21866,44;21216,61;17515,74;12839,94;14523,68;33664,33;16335,24;14977,11;22029,03;18224,03;24596,84;24738,80;19933,73;17238,70;25483,59;21400,95;19197,46;17858,33;21488,20;14832,32;22389,44;19084,30;19481,17;19721,17;15014,14;24491,36;19702,76;23173,72;10548,78;14150,47;9347,51;11077,62;6977,87;23160,59;18156,63;17654,81;17186,15;14173,40;6075,04;15239,02;12431,27;12202,90;10662,37;10389,66;7489,07;4917,41;17633,69;12965,34;2697,89;15211,28;14099,84;16981,83;9986,89;12243,20;9984,19;2197,97;10068,35;7009,84;13066,08;12727,50;16826,56;10990,69;7708,29;7480,56;13025,33;9604,00;8544,37;13949,23;17863,31;13665,18;10461,92;11304,99;8962,81;15228,24;9424,41;8109,51;7529,53;6383,40;6866,75;6539,35;6970,28;10257,24;14332,11;18926,25;11115,94;11393,30;12245,97;9888,72;14118,56;8286,00;11921,89;4670,82;13143,24;11990,06;15851,05;10330,56;15262,13;6155,19;19703,53;7840,04;5677,17;10787,47;13155,95;2307,25;14666,72;8153,51;8130,25;10788,31;7712,23;6679,48;13206,74;14652,57;10429,06;9483,05;9170,92;1498,79;22535,96;15503,23;12540,34;14338,78;15286,52;12307,33;14134,97;10304,76;6892,23;9824,79;7307,18;5835,21;8995,65;3282,44;7328,29;10689,43;5585,29;10935,31;14571,70;8034,92;26051,77;-;-;-;-;-;-;2019479,42
"355240 Sumaré";678124,39;1283244,12;1256624,94;1366264,59;1284670,95;1307326,70;1310575,08;1190124,13;1236625,62;1458870,24;1037887,38;1558842,49;1533591,70;1341066,35;1495555,60;1492113,66;1530390,46;1501036,24;1529658,88;1476253,93;1365024,81;1687967,65;1382707,15;1432228,38;1422418,86;1468371,64;1524662,56;1612434,41;1456297,32;1506873,90;1575212,63;1638513,98;1485212,43;1665690,76;1715667,61;1612124,84;1343312,23;1493013,37;1670394,16;1660058,76;1407689,05;1323169,22;1959114,24;1595298,03;1595502,78;1560739,05;1400093,29;1532861,99;1506406,48;1426188,48;1596936,73;1420423,15;1485113,43;1549302,33;1529919,17;1723635,34;1388274,77;1435469,65;1380242,46;1473196,74;1225543,00;1137341,99;1817279,83;1661990,31;1604723,28;1470599,25;1652656,11;1641200,34;1493275,59;1718744,94;1415265,18;1626850,93;1393487,81;1573334,37;1445599,54;1433270,41;1828072,53;1779868,53;1672206,45;1795555,82;1599990,14;1803117,49;1381073,47;1759855,81;1501323,19;1470397,22;1758187,46;1624357,99;1800968,75;1464941,45;2022134,69;1683676,71;1735515,73;1768993,05;1221415,07;1885702,73;1557503,52;1707887,02;1912609,91;1800965,63;1832400,01;2119385,99;1910600,28;1997913,63;1875304,28;1781834,01;1974545,45;1841334,61;1777255,70;1670666,90;1969090,41;1651595,81;2266998,70;1939458,14;1877078,46;2085879,30;1991942,69;1965141,12;1856367,42;1966461,27;1968076,30;1627243,98;1967191,47;1920465,61;1924058,76;1877209,55;2148228,97;1857716,14;2046030,30;2318705,59;2080171,61;1942185,53;1719625,55;2144935,00;2027032,97;1978937,00;2180364,26;1854875,47;1996116,04;2001670,72;2089862,88;1801677,72;2150297,20;1954843,66;1972971,01;1777426,60;1998108,43;1536930,44;1776653,54;2115157,39;2963994,19;2612958,83;2096554,69;2234143,20;1939256,98;2026912,00;1602611,20;1815653,67;1812083,55;268934286,70
"355250 Suzano";8388,45;459229,05;255964,82;244704,17;208280,40;141233,45;263586,64;235674,00;285250,10;253577,89;258757,44;255549,30;299060,90;268667,86;292224,52;273607,18;252248,15;279406,28;271494,18;270618,64;292213,91;258635,65;285589,47;676622,45;284634,44;315642,89;429719,28;317800,61;335785,18;289781,32;413885,38;374261,59;344159,34;338560,57;304783,22;356236,85;330321,60;314740,02;378226,53;384459,82;390519,89;389242,80;324886,25;307596,88;346466,99;343632,61;295340,27;345450,00;305005,22;263718,95;298075,82;316920,45;369736,76;372215,73;407541,77;412716,80;358182,79;354357,71;320598,47;429311,72;266335,69;312714,72;375970,60;548502,06;407623,58;426132,92;684440,51;405121,68;380887,72;392287,40;356624,80;438578,49;278426,66;355115,72;382961,70;344487,30;534318,73;387598,45;492846,96;409040,87;607048,92;374052,69;462777,50;427938,97;377053,49;395671,54;376873,95;482657,82;521889,35;563931,31;473744,45;420644,96;423584,00;480753,47;351407,41;451018,43;448061,06;374765,65;438799,13;500597,72;478791,78;484751,73;447152,18;495621,53;333446,36;310908,62;317430,23;401224,33;354546,79;429585,40;513524,12;419733,48;483121,66;393617,31;545428,06;398081,18;416354,36;401783,48;413173,58;569068,71;473233,85;439764,55;491253,85;445987,90;584017,85;537332,20;501366,62;485670,74;531186,35;496399,02;373595,71;533253,27;446619,84;473401,98;454679,28;625793,57;545138,89;391822,21;553151,68;495491,04;460291,43;517863,25;393404,33;631587,26;507409,09;422343,33;514704,09;534406,15;517027,07;575725,01;669805,35;621261,59;474208,54;469448,18;573135,93;480195,66;513674,97;545082,97;728134,20;64824603,49
"355260 Tabapuã";19639,63;20170,48;20065,14;20064,70;20625,98;18843,40;20629,88;20619,80;20177,80;18730,42;18902,42;19514,81;22815,71;22920,01;22759,33;23261,01;22727,02;22892,76;22453,44;24302,17;48008,51;24169,30;23969,57;24138,54;24341,35;22649,94;27392,21;30922,35;22146,25;30746,14;26482,71;32579,35;31331,90;26566,02;29509,98;23757,02;23872,02;32463,44;29391,81;29081,53;32113,52;23265,94;26744,26;27768,61;28233,56;22383,21;34025,08;18294,17;29553,36;15445,57;32341,41;32005,39;31372,75;31931,36;31634,12;32504,81;31456,42;29214,33;31179,51;23245,30;22636,37;25356,28;33401,73;26807,30;24783,55;31411,50;31102,32;30493,30;19300,82;19536,04;21103,41;15770,02;13915,55;21691,18;20887,57;17738,62;26450,37;18119,27;10472,94;26161,52;23589,75;25574,07;15673,44;22833,28;17081,07;19981,87;25786,81;11516,63;13225,53;12604,53;16883,65;17983,97;21291,55;16859,33;21287,76;7491,78;22935,31;15171,99;16149,44;10059,26;16291,78;36962,15;17311,36;25023,69;22013,36;21522,83;38144,45;12105,80;13919,77;26783,76;31800,82;13340,97;19283,74;28458,45;28835,00;24928,88;29110,87;23564,04;20201,13;12131,36;14464,21;16866,36;23038,42;29951,50;30702,54;38056,39;17155,14;15481,22;15045,12;15503,22;22002,51;21365,65;20014,76;13953,34;32681,40;28072,16;35405,57;26406,18;14745,06;16865,28;15846,83;24925,10;14423,82;24737,61;15327,65;7777,68;22552,83;4916,58;6218,98;4793,23;1232,34;2129,90;1289,74;4498,95;2311,65;8086,70;7852,25;7675,17;1754,81;3449331,27
"355270 Tabatinga";22795,34;5283,69;26174,37;27348,43;25345,97;25685,24;25247,66;24449,42;24150,89;20370,67;2340,03;3252,79;-;-;-;-;-;-;30398,65;34389,99;-;28368,89;24682,59;21353,77;22419,77;21093,38;19806,15;30217,41;20195,52;22924,69;19389,92;23750,10;24266,73;24898,05;25979,59;23646,11;21401,29;23596,32;23686,97;26676,51;24692,12;25187,60;27413,30;23884,30;23877,14;30639,11;28586,61;16513,41;14116,39;22950,79;25628,94;25527,65;26537,15;26654,13;27052,46;26352,68;26333,52;23644,41;32008,07;27316,27;22048,57;20404,81;13102,11;27443,21;24718,06;29473,07;28947,32;30481,45;28091,94;30949,35;30607,05;29263,79;23193,23;24383,44;27033,27;25622,30;26650,49;27988,72;24989,09;27527,65;28802,74;28744,58;23454,20;20840,93;19311,44;21707,19;34152,69;23481,31;26977,43;29222,27;29549,16;27943,85;28638,94;30312,70;25192,24;36450,30;21200,72;25186,04;28195,21;27291,30;36375,30;31396,85;26282,57;27246,61;28112,67;28632,57;31534,95;31597,23;32417,88;28153,85;31005,50;27564,55;27074,20;30211,01;27570,85;23455,95;23473,81;18417,92;17636,55;22161,21;17959,98;21626,72;21610,30;26170,59;21989,56;26599,84;21993,67;24545,28;19099,15;23222,87;21896,29;27104,36;17409,81;24440,27;20071,66;24616,32;32951,38;29524,51;27392,18;26192,57;24855,46;27216,71;26509,11;22919,58;23416,42;17049,79;19770,56;16277,44;17521,68;18863,38;26231,82;23759,01;33397,05;28514,45;33802,76;40389,28;47663,12;50426,51;49186,60;3884587,18
"355280 Taboão da Serra";673888,93;1373152,03;1695777,32;935532,29;1564965,23;1412400,39;1689032,57;1127929,48;1239860,30;1214571,70;986176,35;1841630,34;1234291,67;1135126,51;1669003,39;1779986,48;1179594,50;1346081,05;1554637,04;1500615,82;1695994,13;1269698,51;1910586,79;904225,61;1645589,19;1525422,39;1933480,22;1372358,03;1409952,18;1683585,92;1447058,54;1716127,77;1127824,77;1306339,86;1243706,23;1408669,25;1522391,85;1244445,20;1643210,20;1185651,56;1680422,75;1260655,16;1674964,32;823134,24;1110417,79;1837197,52;1441724,22;1510305,51;946222,10;1117281,71;1622534,93;1714246,49;1658924,96;946238,30;1883043,52;1628753,50;1222743,95;1307029,92;1466231,86;1403059,69;1319379,55;1691888,72;1285779,99;1561184,80;1768486,78;1423519,88;1543512,73;1480410,45;1418710,14;1631096,60;1605481,19;1424557,61;1457289,45;1706151,15;1646629,14;1362859,53;1557265,08;1798615,17;1659897,59;1713255,02;1377021,90;1602888,57;1690392,97;1614558,96;1589108,54;1493081,34;1458375,49;1779938,87;1603739,69;1382367,72;1608748,95;1526599,18;1707409,10;1467468,82;1662030,13;1397496,81;1734352,01;1614212,47;1652954,77;1887723,11;1571769,45;1758382,85;1878559,30;1833485,06;2021387,62;1725152,76;1848675,88;2121534,93;2135727,59;1673125,03;2166325,76;2119086,27;2254009,85;1993150,27;2158290,95;2084560,94;2000978,65;2002069,90;2046019,66;2079059,34;2156744,72;2124500,76;2442630,70;2492976,11;2592790,80;2431870,41;2795911,12;2459644,33;2517706,30;2645819,42;2489620,39;2607050,18;2405552,10;2001830,81;2209394,29;2490888,22;2691399,63;2336737,09;2330755,95;2339938,70;2190530,87;2119544,39;2205884,95;1513748,91;2961897,53;1717759,93;1994108,14;2043947,32;1970655,27;2319748,25;2462135,25;2343104,05;2062779,69;2241918,23;2012163,93;1950234,21;2326582,60;1913406,50;2371916,62;276269324,73
"355300 Taguaí";21149,94;18217,33;25940,20;22091,26;18551,08;18374,86;18268,10;18075,00;19331,26;19132,60;18813,66;18980,23;18357,85;19049,11;18124,86;18122,32;17663,91;18003,40;16488,47;18097,82;17732,19;18796,40;19784,77;19145,59;17971,47;19159,55;20394,97;19181,39;19117,82;19464,96;18750,00;19368,84;20362,78;19029,73;20286,89;20402,75;19369,96;20097,32;20195,81;18643,06;19070,79;19536,35;20113,78;23628,77;20560,38;19990,03;19877,18;17362,00;23476,19;18237,65;20292,91;340,90;19187,22;18975,13;20698,12;18396,04;18390,29;27589,24;22127,79;25400,79;12110,52;16124,59;20194,04;17518,22;22160,41;20986,45;20688,13;19844,39;20577,40;13766,14;21492,19;16948,21;15218,54;17619,36;24363,50;22765,84;23812,49;16641,68;17878,55;16389,10;14610,94;16710,76;20295,23;13623,98;13678,95;12615,15;24567,63;20322,06;16702,74;18700,13;12130,74;19837,71;19445,95;19942,76;17157,41;18779,86;16245,68;11120,61;20125,47;19578,55;18872,36;19639,66;20335,23;16850,12;24633,21;18715,75;18283,72;17256,96;13273,47;16397,27;20026,64;19265,05;20101,90;15966,22;17492,16;21022,43;17165,15;21746,34;22284,03;24192,67;9130,79;17506,87;14974,54;15408,32;15695,45;22131,42;18015,08;28624,48;15487,44;24807,83;30970,23;18382,15;11792,35;14557,25;22707,10;21610,03;21665,99;22311,70;15636,44;22558,62;18940,60;17056,72;22393,52;13930,43;15805,97;16456,56;15657,41;16639,63;17473,74;20813,37;21726,37;23668,60;8721,79;21930,58;18603,88;35323,48;18581,31;20102,83;24323,98;3020278,31
"355330 Tambaú";29625,63;35448,87;37331,27;36048,93;36681,40;37602,13;42017,46;42343,29;39836,83;40518,61;38228,49;42510,45;39119,52;40895,08;39276,11;36329,61;36436,09;35906,29;36223,56;36665,47;35353,32;35755,66;33072,90;38199,71;40785,39;35037,43;35885,35;36975,23;35409,16;35886,52;36686,00;36584,63;41255,54;41629,73;36401,14;41238,67;37555,87;36418,19;39107,60;44702,06;36499,15;45145,03;67035,75;40185,21;38095,17;39069,01;39926,20;39255,18;38913,41;37809,00;37955,59;40325,26;40128,90;34020,18;40396,59;40563,18;21889,21;36779,01;39621,90;39675,34;37075,58;41863,27;39875,83;48558,47;39820,20;40691,52;41217,89;44970,02;44479,35;41762,94;41682,84;40190,56;37669,97;35251,33;40806,35;32487,52;34223,58;35150,37;30707,58;38872,54;32336,36;29869,94;36023,89;33683,54;34358,15;38252,36;38245,43;48540,51;47395,29;42593,01;49824,26;38600,58;37594,16;33838,60;32956,47;39696,79;27355,52;34008,36;55832,36;42533,40;39300,79;36123,51;44935,09;46251,82;37133,10;37457,87;36922,61;33570,89;34044,50;45076,48;37513,64;33242,77;46017,97;44323,28;43010,98;48851,11;42661,00;37671,04;35421,25;57757,35;35866,11;34759,91;47081,05;41010,66;39160,50;40521,81;36545,24;47460,38;30026,50;37098,83;35274,92;26185,22;36171,85;33191,37;36327,11;37298,59;34367,88;42701,04;36759,16;31926,98;41611,76;38176,05;36520,59;34902,03;35500,44;34424,25;40866,97;30223,54;40774,94;28783,74;49614,67;42970,90;44633,09;34324,76;39836,69;40049,52;35136,68;67904,99;73331,99;6213779,91
"355340 Tanabi";10790,45;59414,62;36494,51;40932,42;39534,40;44494,15;42343,32;37733,47;36339,78;36982,51;35700,84;38317,06;36508,47;36701,56;43428,91;46467,91;45373,11;44642,15;48871,98;29437,31;39237,85;43234,22;35978,59;65265,91;69442,39;65023,12;69450,66;67846,50;68412,74;69887,88;60803,92;69390,16;62710,78;63212,11;74925,83;63262,42;64053,18;70140,41;56897,55;71554,62;88354,75;53462,05;84078,23;84963,12;78582,97;65696,70;62673,78;65262,75;56440,45;59294,62;81428,48;80323,44;72604,75;80427,80;64960,67;62294,82;50274,25;68741,64;56679,32;57424,12;51855,44;48544,85;58285,81;86471,27;80915,77;77934,73;86898,39;81996,95;92713,55;84980,89;80119,45;53071,98;70992,56;53614,96;60133,58;72775,20;82472,23;75261,89;75177,60;82093,13;75897,62;82308,19;77820,00;69573,09;49968,65;71747,96;66839,99;80391,60;58462,25;60318,32;69574,70;53186,22;60809,96;73351,19;57545,06;63566,45;53587,05;61369,12;77371,50;61061,26;44897,48;53693,50;80066,26;64465,97;63635,14;60448,87;62037,68;61495,98;53375,90;50316,20;69841,32;63267,06;71422,32;63972,26;68021,12;79421,05;62579,43;73927,25;59835,67;48240,70;45752,23;50567,66;70129,99;47828,21;72921,62;72512,13;78052,86;54304,81;69860,08;75487,99;50125,50;66773,74;54695,56;63905,82;62121,50;89150,11;78017,06;65710,02;61693,23;62512,98;61369,87;63798,00;70029,18;65389,83;66347,07;54859,35;60448,89;46068,94;34539,63;52298,00;44438,96;45329,43;46801,67;79071,79;53211,09;56647,42;96558,64;87324,92;151924,60;9979810,43
"355360 Tapiratiba";22182,06;19303,07;23930,85;35843,53;28948,23;35064,50;29231,65;23332,76;27297,89;32378,96;33331,21;28158,82;21875,90;16013,57;29401,66;29239,94;29173,72;22905,29;25967,93;30177,83;29248,52;28401,12;22077,33;26883,68;14145,19;18049,44;26907,05;19992,89;26426,43;24682,40;19855,48;28226,62;26253,49;21811,10;15932,84;21588,37;22722,02;13772,34;25237,82;22291,58;23836,38;29544,17;20204,16;22204,11;20791,49;23894,77;22009,09;24528,30;17299,91;16968,34;21126,14;19529,27;15937,25;21610,98;18758,51;23112,76;18046,99;19525,75;18774,13;13710,83;7231,98;11977,11;13314,68;21124,90;25427,19;20234,89;19145,73;24225,98;15076,59;19999,36;19026,67;18735,08;9731,01;19668,44;16009,42;20491,56;14139,58;21269,93;20777,38;14988,73;19120,19;14209,28;11910,88;7774,43;15551,23;6615,52;20842,24;9219,03;7803,86;13750,64;22297,48;2859,59;10832,04;7049,21;17698,64;8487,84;5049,03;7354,20;8734,41;9238,49;22766,75;11060,45;9292,39;9145,20;15661,11;13081,10;16009,60;19460,03;13199,85;9341,86;9756,55;7904,71;10634,00;16015,17;10568,56;10819,94;9484,98;10053,64;7345,30;9426,26;2261,61;4901,05;11468,22;11137,33;7020,93;8826,02;8919,19;7466,88;8872,69;8171,41;10132,19;7961,97;5229,20;7539,39;10128,56;6815,45;15237,83;3037,36;6220,62;8054,45;14868,15;5338,56;8224,18;7791,85;6317,40;5812,06;6919,60;5109,23;6120,00;10140,03;7343,32;5698,52;8732,38;9437,40;7061,14;17470,11;12131,12;16578,72;12285,47;2562481,89
"355370 Taquaritinga";106907,19;201906,74;178823,66;197828,18;186150,05;187488,46;160993,22;168196,90;168884,76;162189,66;119479,44;211034,13;167655,42;173512,24;183014,63;172329,85;195299,44;173397,67;172452,07;174087,78;158235,68;160945,62;152298,21;156120,43;143104,49;168559,30;144102,87;205401,65;178232,33;151685,73;172766,80;146841,08;192860,89;145968,34;173659,63;195500,51;146041,81;152147,96;159809,05;176619,78;153939,91;141316,50;150158,93;111707,61;158193,47;148156,41;121302,38;111125,85;130921,24;108369,73;149835,44;148840,51;158886,87;204709,89;144846,60;125162,07;243499,82;194473,16;200281,16;164773,34;249283,14;193524,31;185983,22;237301,13;211929,51;211621,91;236208,84;198044,51;231128,57;192406,13;241790,86;202100,24;124982,35;149521,03;150260,03;214200,98;259543,42;197534,41;203193,76;212319,89;203284,15;212724,74;177709,46;206350,30;108150,38;181256,38;197965,39;184280,91;242570,20;187043,81;273072,07;190897,83;201286,09;201336,84;142373,99;215363,21;101473,92;194493,21;221135,48;153294,37;174602,17;173966,38;174885,77;233166,35;202243,28;170787,63;176493,95;226587,64;187936,85;154259,93;169550,63;193726,08;181801,12;239428,79;188510,99;144310,38;231505,23;231912,49;170610,63;194270,23;183711,75;143151,28;202915,13;201106,26;237538,47;283366,86;191426,25;180670,15;206841,99;172442,64;179332,62;150591,97;236433,96;172659,47;198634,72;194291,87;254027,80;199254,97;237700,97;199475,20;224017,34;200262,57;188678,25;175850,52;192350,85;182038,05;226355,11;129536,96;250403,20;207273,15;159077,14;235019,87;251011,35;286277,07;234342,22;231847,71;189234,31;219419,15;240528,05;29581629,23
"355380 Taquarituba";26684,73;35674,90;38418,58;44578,13;41928,10;15287,54;38267,48;38312,84;16092,05;39250,21;29026,38;26585,32;22775,44;35646,88;57774,56;37297,84;47812,00;53802,52;56107,73;53178,03;47130,54;48034,23;49853,24;46976,53;50243,79;43123,80;60423,68;64405,43;56758,06;62512,18;62295,37;54413,02;59712,67;54637,74;52136,92;53165,04;52401,63;52624,08;62822,12;61135,26;54440,91;50534,26;54527,30;49540,16;58315,73;58558,23;45029,93;56483,76;54740,79;41929,75;63225,02;62286,43;54012,80;60539,80;55375,95;39790,70;51057,40;49164,88;43087,19;48733,84;43784,11;38404,14;43840,02;51211,42;45395,42;56592,89;67862,57;56311,36;56923,05;61430,96;40964,39;56437,53;32754,51;40365,60;55283,56;46311,16;46919,17;40522,64;44872,00;55415,77;53398,92;65321,91;43789,63;51113,26;37032,84;34100,54;52748,76;45830,48;43620,49;49998,85;45230,30;43227,56;64234,92;44822,92;55452,91;52872,85;41853,42;44471,06;43116,64;39240,17;56901,94;47402,83;39127,95;25273,95;22925,85;50939,48;49481,74;38759,11;56770,85;59854,13;45115,42;28897,82;45748,36;30006,23;66733,90;39397,92;27380,79;24750,22;39331,15;52145,90;67797,31;112963,54;95642,12;64809,30;53243,37;57301,18;51405,55;76907,82;77737,61;64831,25;81901,95;64665,05;58135,11;43432,03;54306,49;48251,97;47808,97;53986,73;49499,66;51383,17;63477,80;68269,18;62935,83;55283,85;61289,59;53977,36;66363,53;43240,51;37821,77;64602,52;79239,88;89118,86;88669,41;95568,40;46521,89;69017,03;97894,59;-;-;8100009,84
"355400 Tatuí";205330,75;219005,49;256250,74;244662,64;281942,13;286006,76;246333,66;276830,72;250930,08;244825,95;265321,94;292176,56;298535,18;245968,76;343971,00;285547,37;273074,11;320286,85;319742,60;327600,41;271904,93;263900,76;278185,01;332300,70;262955,03;282478,27;295046,47;339605,83;333868,52;300723,51;333474,48;366156,76;340275,22;326352,11;294050,94;261008,60;295286,64;289402,17;295246,77;276862,79;299893,02;338506,68;280486,99;317562,60;303073,11;309827,08;285835,11;336397,28;326332,07;287295,46;330754,43;278098,51;334946,63;400742,54;387600,88;354602,95;334686,15;330408,92;323256,50;281090,88;329154,60;239518,65;343493,03;358189,46;351789,54;297319,81;357660,89;321479,45;336405,88;289104,27;341942,94;275177,19;338530,65;279372,45;334226,14;322472,61;344124,69;276090,77;327619,08;305676,55;361889,41;251703,52;317947,07;309506,75;292513,24;321262,69;296059,20;305284,54;349542,07;352492,90;290576,07;261376,50;252839,60;387332,34;256935,94;270798,53;243147,16;294003,21;330946,65;329650,15;345329,60;327179,62;338987,51;328098,15;255883,15;346389,36;234483,26;300225,18;199206,74;284523,35;233555,37;319962,97;345480,31;380213,62;323586,03;291893,01;308477,89;202906,54;444246,41;308697,72;386805,15;317203,32;381224,28;376953,07;353401,49;337869,18;318645,88;336269,82;392533,38;319266,90;339066,51;309465,12;377252,21;259177,25;344142,33;294631,33;271904,93;330350,29;359018,18;312240,84;401318,68;350688,51;322174,17;334764,98;429761,46;287623,18;333297,87;264145,76;365222,88;365878,18;603484,07;655014,57;840909,00;629602,20;704111,47;438666,72;518503,86;450890,15;999529,20;52542317,35
"355410 Taubaté";958971,56;990870,09;1218934,57;1311774,98;1152893,66;1681380,67;1445784,17;1548139,60;1681257,23;1367491,89;1781989,01;1180282,12;1244443,80;1810127,28;2008294,11;2065859,29;1731841,27;1928881,39;1660438,48;1808414,93;1839896,87;1885397,23;1859378,10;1761774,92;1662579,26;1733154,02;1627975,01;2583385,87;2264804,26;1751321,49;2331078,15;2322003,34;2033351,84;2005827,60;2106698,49;1951222,26;1868807,23;2058781,41;2177952,95;2173917,64;2539736,03;2216063,81;2440432,98;2327232,32;2154739,52;2490055,98;2386047,86;2033044,03;2025614,44;2097143,55;2423929,62;2028254,19;2748068,18;2380720,13;2627702,64;2622944,30;2591291,29;2886396,17;2569901,90;2716457,70;2610259,66;2716491,55;3497428,33;2535767,21;2988313,13;2735589,07;3482806,97;3255629,13;3225047,27;3774589,81;3354496,20;3395993,70;3267133,45;3504539,03;3552952,42;3217985,05;3946588,20;3381996,43;4072110,07;3465123,58;3609188,18;3773098,38;3157824,83;3001917,85;3336082,45;2937141,29;3133874,23;3028521,40;3017455,61;3458419,46;2906914,49;3221803,74;3335733,85;3372483,44;2961918,20;2587433,47;2967380,42;2568379,20;3671488,51;3347686,49;3338770,00;3707265,53;3391762,76;3351964,16;3840347,20;3369627,61;3816108,17;3083971,66;3115881,22;3341403,85;3894098,94;3097299,41;3581314,87;4109527,29;3414741,21;4170980,23;3764194,66;3812596,50;4073572,59;3697039,67;3807677,45;3420574,45;4263488,50;3668574,50;4208674,71;3538910,52;4181611,17;4317966,28;3940503,45;4104887,88;4516114,63;3634063,97;3918919,65;3875206,41;3594539,48;4753153,54;3763297,72;3684466,54;3586012,59;4124267,81;4144045,76;4323372,08;3907403,20;3543770,26;3864609,97;3631513,61;3305552,99;2889448,13;3390449,53;3731393,11;3609003,68;4005221,70;4472917,79;4786059,07;3855225,67;4015602,85;3619416,34;4505823,04;2619312,33;471354260,32
"355430 Teodoro Sampaio";76175,91;67704,10;75162,65;69826,15;77648,85;76923,14;81809,08;24113,62;114356,64;73925,50;69316,98;76460,40;75276,72;73224,92;79717,23;74614,69;79538,76;69581,34;73234,60;76813,58;87940,19;80549,52;75833,17;72953,28;67606,27;71610,11;68282,99;73387,52;71988,26;75253,04;75133,26;75851,29;77651,92;70547,72;71049,91;67794,66;75710,44;68874,60;69476,27;68684,27;74194,19;71062,55;69875,65;71355,39;69510,48;69613,90;72095,79;83968,38;66315,86;71681,75;71974,24;72081,20;72151,99;72065,99;72209,11;72263,11;72541,19;72958,04;71649,55;63439,30;59609,19;67227,94;74931,93;69995,89;70164,54;71957,95;66814,76;65834,18;51169,05;60094,02;61296,08;55257,01;64681,51;51782,79;51903,45;43225,28;68531,15;54607,39;36200,64;52745,30;50570,85;44523,86;40659,75;38081,21;37373,93;43867,17;51264,67;64048,52;54046,25;57523,91;55809,32;61965,34;60482,33;52228,72;54221,94;51447,29;48652,91;53557,00;58055,28;68767,70;66454,00;68112,63;69847,22;62964,18;63358,63;64827,38;69405,37;62388,34;69901,52;64379,14;75914,87;76086,55;71685,79;73274,12;72569,85;73737,08;76191,42;70740,24;77495,32;72142,70;70414,99;70621,55;61462,03;64036,72;67246,13;65930,68;67801,22;66796,45;65705,92;70162,60;69897,57;72295,43;55238,08;64393,55;64951,14;59255,39;62789,77;65492,16;48279,85;66779,01;42918,68;56434,93;43230,79;47677,08;56006,22;63780,20;69097,14;36826,26;31919,35;42507,25;45199,82;37139,76;30820,01;24537,66;19467,62;31483,03;33416,16;26384,57;26660,35;10096322,68
